Name,id,area,rt,mass,compound,similarity_score,n_matching_signals,explained_intensity_percent,Adduct_pos,mol_formula,smiles,inchi,feature_group,1,3,4,7,8,9,10,13,14,15,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Blank01,Blank02,QC01,QC02,QC03,QC04,QC05,QC06,QC07,QC08,QC09,QC10
"N-(2,4-Dimethylphenyl)-N'-methylformamidine_[M+H-C2H3N]+_122.09631_3.5972_ID",8667,96240,3.5972,122.09631,"N-(2,4-Dimethylphenyl)-N'-methylformamidine",0.832,9,0.9907,[M+H-C2H3N]+,C10H14N2,,,,64210,54560,60080,64510,47190,55690,83710,69940,67540,80790,68260,61990,61330,62700,56350,12440,65220,62860,69250,79450,53680,63170,60810,15770,33550,96240,44480,43660,46370,52090,60140,38250,60900,73210,3873,5418,57660,55060,54380,49570,53410,46600,43010,39710,37270,34290
"N-(2,4-Dinitrophenyl)-L-methionine_[M+H-C6H5O4N3]+_133.03157_1.2581_ID",4544,933900,1.2581,133.03157,"N-(2,4-Dinitrophenyl)-L-methionine",0.427,6,0.8293,[M+H-C6H5O4N3]+,C11H13N3O6S,,,90,477800,627900,571900,560500,490600,591400,569500,419900,520000,489100,328300,365000,443000,443300,528400,404500,664600,528800,455400,441400,479900,512200,445400,421000,396600,490800,442600,411800,357500,413000,364100,457500,643900,588400,,,522500,517500,501100,516900,497100,502800,444000,414300,433300,416100
N-(9-oxodecyl)acetamide_[M+H]+_214.17999_4.9275_ID,14016,81350,4.9275,214.17999,N-(9-oxodecyl)acetamide,0.431,17,0.8193,[M+H]+,C12H23NO2,O=C(C)CCCCCCCCN=C(O)C,,,65990,55640,65040,72170,81350,60650,51970,72130,78900,55990,76330,57060,67770,50160,44940,62560,64010,75430,58850,56590,57970,65770,55830,52970,48620,52420,49910,50380,54940,72700,51610,57810,60380,64700,47120,58760,77570,78860,79590,73980,74960,59880,63240,58520,58130,55430
"N,N-Acetylhistidine_[M+H]+_198.08694_0.8282_ID",2458,1012000,0.8282,198.08694,"N,N-Acetylhistidine",0.905,10,0.987,[M+H]+,C8H11N3O3,CC(=N[C@@H](Cc1cnc[nH]1)C(=O)O)O,"InChI=1S/C8H11N3O3/c1-5(12)11-7(8(13)14)2-6-3-9-4-10-6/h3-4,7H,2H2,1H3,(H,9,10)(H,11,12)(H,13,14)/t7-/m0/s1",163,738000,753000,651300,341900,399000,543800,531200,850800,589900,583200,734000,778900,793700,711400,625800,655100,639400,629000,638400,534800,636600,640700,601200,664800,537200,692000,914500,766200,966100,743500,896100,596500,721500,669900,,,770500,701200,719500,717700,680400,663100,696000,570300,618100,613400
"N,N-DIMETHYLGLYCINE_[M+H]+_104.07034_0.9062_ID",2837,231200,0.9062,104.07034,"N,N-DIMETHYLGLYCINE",0.589,2,1,[M+H]+,C4H9NO2,O=C(O)CN(C)C,"InChI=1S/C4H9NO2/c1-5(2)3-4(6)7/h3H2,1-2H3,(H,6,7)",,130300,135200,145500,148200,167400,105400,128900,182400,192900,164100,170700,205100,162900,137700,133100,118400,139700,127600,221100,221800,220700,231200,161000,150000,136700,115900,200000,197300,199200,201800,176400,171500,158300,190900,2944,2896,217000,195100,203200,201300,180400,173400,171800,154400,164900,87580
"N,N-dimethyl-proline-proline betaine_M+H_241.15419_1.4071",5055,3125000,1.4071,241.15419,"N,N-dimethyl-proline-proline betaine",0.52,2,0.1817,M+H,,O=C(N1C(C(O)=O)CCC1)C2CCC[N+]2(C)C,"InChI=1S/C12H20N2O3/c1-14(2)8-4-6-10(14)11(15)13-7-3-5-9(13)12(16)17/h9-10H,3-8H2,1-2H3/p+1",,1567000,2065000,1609000,1140000,1418000,2252000,2164000,2351000,1490000,1744000,1262000,1384000,2074000,1473000,1184000,2015000,1402000,1696000,1623000,2030000,1511000,1518000,1781000,1596000,1587000,1751000,1804000,2040000,1802000,1471000,944200,1514000,1549000,720400,,,1938000,2370000,1757000,1560000,2286000,1876000,1722000,1514000,1508000,1552000
N-.alpha.-(tert-Butoxycarbonyl)-L-histidine_[M+H-C6H10O4]+_110.07101_0.9494_ID,3013,345400,0.9494,110.07101,N-.alpha.-(tert-Butoxycarbonyl)-L-histidine,0.704,6,0.9829,[M+H-C6H10O4]+,C11H17N3O4,,,,199600,304000,271500,125200,34860,277400,170800,261100,142900,113300,227900,320200,270500,272000,235500,185800,247200,36730,107300,281800,63530,226600,121800,256900,202500,160600,345400,261600,16390,324300,18800,127200,243000,264500,,,340700,81060,339600,236800,153600,154900,146200,231900,186900,135300
N-.alpha.-(tert-Butoxycarbonyl)-L-histidine_[M+H-C6H10O4]+_110.07107_0.8272_ID,2448,559200,0.8272,110.07107,N-.alpha.-(tert-Butoxycarbonyl)-L-histidine,0.771,5,0.9642,[M+H-C6H10O4]+,C11H17N3O4,,,163,333000,366900,336100,167200,203400,325700,307100,429400,301500,290500,381800,376200,395900,359200,287400,308900,336300,340300,326900,297100,343500,313000,281300,302800,241600,342800,466400,333600,474100,388200,438300,324200,359100,333500,228.6,,416800,390300,378500,379600,335500,338500,315700,327700,307900,296300
N.epsilon.-Acetyl-L-lysine_[M+H]+_189.12293_1.157_ID,3956,176300,1.157,189.12293,N.epsilon.-Acetyl-L-lysine,0.793,7,0.9987,[M+H]+,C8H16N2O3,,,,48120,71790,100700,84670,95360,102100,99430,132600,131800,68830,55850,129400,130800,92280,59860,129400,165200,146600,86830,96000,108400,113800,119400,84660,63910,147800,101900,161200,97610,66440,103700,104500,54800,124100,,,150000,149700,82020,75770,128200,69810,121500,62510,106700,99050
N2-Methylguanosine_[M+H]+_298.11454_2.8644_ID,6764,13010,2.8644,298.11454,N2-Methylguanosine,0.578,2,0.9788,[M+H]+,C11H15N5O5,OC1=NC(=NC)NC2=C1N=CN2C3OC(CO)C(O)C3O,"InChI=1S/C11H15N5O5/c1-12-11-14-8-5(9(20)15-11)13-3-16(8)10-7(19)6(18)4(2-17)21-10/h3-4,6-7,10,17-19H,2H2,1H3,(H2,12,14,15,20)/t4-,6-,7-,10-/m1/s1",,4711,11150,12270,3834,2223,8205,13010,9989,4990,5412,4572,4096,5427,3188,5418,8959,9644,8301,9312,5811,3917,3753,7856,3772,3644,3146,8741,4130,3014,3785,2064,10360,5445,4145,,,10320,10470,5269,5877,10120,10070,8068,4767,3586,3804
N-3-Oxotetradecanoyl-L-homoserine lactone_[M+H-C4H7O2N]+_225.1848_5.8363_ID,17035,40210,5.8363,225.1848,N-3-Oxotetradecanoyl-L-homoserine lactone,0.504,39,0.7392,[M+H-C4H7O2N]+,C18H31NO4,,,,10050,11620,10600,10460,23240,25770,3879,20230,10760,13060,9394,13530,13700,9904,7164,10230,12590,13480,10250,8680,23310,22510,8915,8158,10330,16220,11030,9806,17770,12950,14650,5723,8494,12880,37550,40210,24350,22370,25090,24820,17440,11910,10670,9144,4399,8585
N-Acetylaspartylglutamic acid_[M+H]+_305.09768_1.6636_ID,5653,515800,1.6636,305.09768,N-Acetylaspartylglutamic acid,0.893,9,0.9909,[M+H]+,C11H16N2O8,,,181,260900,298200,378500,297000,341700,508800,480400,196000,223500,186900,278900,259400,423200,306500,318600,283800,342100,357500,277000,289400,332800,298200,307600,280700,275600,358600,365000,357400,377600,476900,248400,319000,331700,305100,,,433400,419900,420200,395600,388700,379600,348500,318200,300300,292500
N-Acetylhistidine_[M+H]+_198.08688_0.9472_ID,2987,730400,0.9472,198.08688,N-Acetylhistidine,0.936,10,0.9699,[M+H]+,C8H11N3O3,O=C(O)C(N=C(O)C)CC1=CN=CN1,"InChI=1S/C8H11N3O3/c1-5(12)11-7(8(13)14)2-6-3-9-4-10-6/h3-4,7H,2H2,1H3,(H,9,10)(H,11,12)(H,13,14)/t7-/m0/s1",,725100,671100,699600,238000,215900,658100,560500,315600,568400,550200,296800,627600,673200,380700,461700,244200,316600,228600,489400,543200,246400,536800,473300,236900,408400,501200,715400,673200,653700,723800,489400,545800,604800,564400,,,680200,594600,606600,622800,346200,571700,305600,509100,496200,513300
N-Acetyl-L-carnosine_[M+H]+_269.12396_1.103_ID,3720,3472000,1.103,269.12396,N-Acetyl-L-carnosine,0.895,13,0.9787,[M+H]+,C11H16N4O4,,,,1899000,1651000,1695000,550500,570400,2013000,1931000,1943000,2016000,1633000,1299000,1971000,2227000,1800000,1130000,1392000,1602000,1339000,1751000,2102000,1917000,1828000,1191000,1714000,833400,1245000,2328000,2856000,2037000,1883000,1941000,1885000,2189000,1967000,,,2174000,2061000,2044000,2014000,1931000,1818000,1679000,1549000,1572000,1477000
N-Acetyl-L-tyrosine_[M+H-C3H4O3]+_136.07564_1.622_ID,5570,916600,1.622,136.07564,N-Acetyl-L-tyrosine,0.93,7,0.993,[M+H-C3H4O3]+,C11H13NO4,,,63,471600,521000,549300,523400,509300,827400,734000,528300,540500,468400,418700,426700,555100,471000,474400,421300,591200,534600,499900,463400,513400,565900,485300,411700,431900,464900,447900,374500,375300,379800,425400,482800,604000,659100,4706,2356,633200,616600,611600,602600,556800,563700,492400,475400,460900,444100
N-Acetyl-L-tyrosine ethyl ester_[M+H-C3H6O2]+_178.08591_1.1172_ID,3775,341300,1.1172,178.08591,N-Acetyl-L-tyrosine ethyl ester,0.351,5,0.8505,[M+H-C3H6O2]+,C13H17NO4,,,,146100,184600,199300,164100,267600,275800,331300,223800,205300,152800,125200,152900,185800,146700,213800,286700,262000,293900,231600,258800,217800,232900,123700,129800,118900,136000,214500,192900,182600,169900,270100,287700,258200,259500,,,327900,312500,306300,302600,284000,282600,252000,232400,177600,209900
N-Acetyl-L-tyrosine ethyl ester_[M+H-C3H6O2]+_178.08593_1.1861_ID,4098,267700,1.1861,178.08593,N-Acetyl-L-tyrosine ethyl ester,0.351,5,0.8505,[M+H-C3H6O2]+,C13H17NO4,,,,75910,105800,124100,68160,60360,82610,69250,42370,47510,81110,36530,31910,102200,79900,66770,45290,102400,108700,46450,46420,101800,94620,33110,19660,45890,54890,47910,34990,71700,82000,47110,50470,107500,83820,,,77260,68690,70440,65690,60960,56940,45920,48470,53330,46390
"N-Acetylneuraminic acid, 2,3-dehydro-2-deoxy-_[M+Na]+_314.08415_0.9515_ID",3023,133900,0.9515,314.08415,"N-Acetylneuraminic acid, 2,3-dehydro-2-deoxy-",0.771,12,0.8714,[M+Na]+,C11H17NO8,,,,59300,61230,88140,73580,79580,104200,82170,78560,85500,107300,58600,53760,70820,56540,59830,75820,82180,67310,75790,55930,106000,76090,67750,62460,113700,74500,48480,37480,71700,34420,76360,79300,93210,133900,,,99590,96330,91080,88740,85170,75730,70270,66780,58860,62330
NAD_[M+Na]+_686.09869_1.1283_ID,3832,83850,1.1283,686.09869,NAD,0.805,9,0.8918,[M+Na]+,C21H27N7O14P2,NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](COP([O-])(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=CN=C3N)[C@@H](O)[C@H]1O,,,47430,44860,51490,52230,52200,50830,50630,43990,48950,51830,44680,48210,56980,43440,46630,48140,50310,48910,50960,48660,64370,55750,40770,41660,52710,47140,47870,43950,52050,46300,40630,40350,39560,56600,,,62460,55350,52300,50390,55350,47490,47620,45070,44280,40860
NCGC00169318-02!(E)-7-(4-methoxy-5-methyl-6-oxopyran-2-yl)-5-methyloct-6-enoic acid [IIN-based: Match]_[M+H]+_295.15146_4.1673_ID,10202,23940,4.1673,295.15146,NCGC00169318-02!(E)-7-(4-methoxy-5-methyl-6-oxopyran-2-yl)-5-methyloct-6-enoic acid [IIN-based: Match],0.361,4,0.3453,[M+H]+,C16H22O5,COC1=C(C)C(=O)OC(=C1)C(\\C)=C\\C(C)CCCC(O)=O,"InChI=1S/C16H22O5/c1-10(6-5-7-15(17)18)8-11(2)13-9-14(20-4)12(3)16(19)21-13/h8-10H,5-7H2,1-4H3,(H,17,18)/b11-8+",,,5538,9487,1793,23840,,9723,20060,5038,21700,19000,6583,23130,17980,6526,5433,23940,23880,22940,18120,19810,22910,20600,6170,6477,23020,23200,18450,20370,18920,22180,17640,12810,19310,21100,23190,16040,17150,17650,18030,12730,14890,13500,1942,4314,2855
"N-epsilon-Formyl-L-lysine, N(6)-Formyl-L-lysine, H-Lys(For)-OH_[M+H]+_175.10737_0.9448_ID",2969,518300,0.9448,175.10737,"N-epsilon-Formyl-L-lysine, N(6)-Formyl-L-lysine, H-Lys(For)-OH",0.383,3,0.9757,[M+H]+,C7H14N2O3,O=C(O)C(N)CCCCN=CO,"InChI=1S/C7H14N2O3/c8-6(7(11)12)3-1-2-4-9-5-10/h5-6H,1-4,8H2,(H,9,10)(H,11,12)/t6-/m0/s1",,130000,140700,113700,500500,518300,193900,180600,248100,247000,249600,58730,69170,81680,78410,216100,222900,270400,232300,166700,205000,180800,205600,127800,125000,106900,128700,118200,114100,111200,119100,98450,98130,119700,103000,110.5,114.9,192700,193600,186500,186600,171400,167300,169400,156100,151500,170900
NEROL_[M+NH4]+_172.16948_5.4773_ID,15443,68370,5.4773,172.16948,NEROL,0.315,39,0.6339,[M+NH4]+,C10H18O,OCC=C(C)CCC=C(C)C,"InChI=1S/C10H18O/c1-9(2)5-4-6-10(3)7-8-11/h5,7,11H,4,6,8H2,1-3H3/b10-7-",,50040,45210,53930,63360,61900,68050,51260,68080,51660,50410,49540,45570,55730,44590,43170,52910,50010,56400,47720,47730,56250,47960,45740,58530,49620,48300,57390,49170,58280,59910,48860,49040,62700,54550,68370,63110,58910,57880,62770,57440,61720,51900,44800,44230,40570,44070
Nerylacetate_[M+H]+_197.15344_5.4133_ID,15252,63590,5.4133,197.15344,Nerylacetate,0.529,40,0.8923,[M+H]+,C12H20O2,O=C(OCC=C(C)CCC=C(C)C)C,"InChI=1S/C12H20O2/c1-10(2)6-5-7-11(3)8-9-14-12(4)13/h6,8H,5,7,9H2,1-4H3/b11-8-",,37180,45670,48260,39260,49490,52660,44410,51070,43010,44030,43050,42990,47880,36610,37830,40970,41590,46960,45840,40930,53150,50070,41760,37530,43980,41200,46670,38040,54860,46080,46530,39660,44810,44630,59060,63590,59470,55520,56890,57380,51920,44400,42200,42980,40670,37330
N-Formylmethionine_[M+H]+_178.05287_1.0755_ID,3589,105200,1.0755,178.05287,N-Formylmethionine,0.371,3,0.5969,[M+H]+,C6H11NO3S,O=C(O)C(N=CO)CCSC,"InChI=1S/C6H11NO3S/c1-11-3-2-5(6(9)10)7-4-8/h4-5H,2-3H2,1H3,(H,7,8)(H,9,10)/t5-/m0/s1",,10410,9737,9726,17670,13520,21700,22730,7094,8349,7054,24860,27390,16410,15400,184.9,827.7,503.5,214.5,11230,13730,9108,11380,1167,1303,598.1,1650,1524,1068,228.4,1650,86430,93600,105200,94870,,,26090,22700,22090,22260,20580,21250,20120,20650,18610,18270
Niacinamide_[M+H]+_123.05497_1.1308_ID,3846,1899000,1.1308,123.05497,Niacinamide,0.921,5,1,[M+H]+,C6H6N2O,,,32,423800,847300,625700,333400,868900,615500,929600,872400,887900,497500,654200,703900,579000,472900,387500,498600,547300,922500,797300,943100,925700,964900,754400,762000,554000,927300,836600,733400,885600,845300,714200,705500,464100,558800,1325,1861,1082000,1008000,970600,952800,924400,890300,825600,777300,752300,692700
Niacinamide_[M+H]+_123.05502_1.2507_ID,4480,7019000,1.2507,123.05502,Niacinamide,0.928,7,0.9936,[M+H]+,C6H6N2O,,,,6102000,3175000,4403000,3461000,2914000,7019000,3897000,2169000,3366000,3862000,1921000,2974000,5437000,3185000,3289000,4169000,4917000,3735000,2847000,2050000,3092000,3929000,2199000,1935000,3651000,2925000,2398000,2228000,2434000,3765000,1398000,3261000,3711000,3582000,8254,6303,3579000,3473000,3553000,3518000,3398000,3383000,3117000,3047000,2972000,2851000
N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine_[M+H-C5H9N]+_116.10678_0.9431_ID,2960,48040,0.9431,116.10678,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine,0.498,2,0.2744,[M+H-C5H9N]+,C11H22N2O,,,,28470,24640,25330,23090,25480,40930,9267,31630,31290,29780,18980,26360,32070,22780,17380,20070,22040,21400,28680,35720,34610,24740,27060,24120,21070,26570,6623,22260,14150,14430,19090,28030,29490,24450,3800,4008,39070,44640,42730,39730,43720,42930,44920,43860,48040,47870
"N-Nitrosopiperidine (NPIP), 1-nitrosopiperidine_[M+H]+_115.08641_3.3071_ID",7935,134000,3.3071,115.08641,"N-Nitrosopiperidine (NPIP), 1-nitrosopiperidine",0.323,3,0.9809,[M+H]+,C5H10N2O,O=NN1CCCCC1,InChI=1S/C5H10N2O/c8-6-7-4-2-1-3-5-7/h1-5H2,,98690,111800,110900,93300,118600,114400,120300,130000,101700,116700,110800,119700,96370,96220,97040,109600,117800,133300,124200,106500,121600,115500,107900,95620,100800,127600,104800,100200,121300,115700,133600,92640,111800,120400,123800,134000,118200,124200,121700,112500,115000,50520,117700,98850,110700,104100
"Norlidocaine, Monoethylglycinexylidide, N-(2,6-dimethylphenyl)-2-(ethylamino)acetamide_[M+H]+_207.14896_3.5331_ID",8524,7006000,3.5331,207.14896,"Norlidocaine, Monoethylglycinexylidide, N-(2,6-dimethylphenyl)-2-(ethylamino)acetamide",0.419,2,1,[M+H]+,C12H18N2O,CCNCC(=O)NC1=C(C=CC=C1C)C,"InChI=1S/C12H18N2O/c1-4-13-8-11(15)14-12-9(2)6-5-7-10(12)3/h5-7,13H,4,8H2,1-3H3,(H,14,15)",199,632200,4872000,5882000,3128000,2664000,7006000,2379000,3514000,3509000,924100,185600,4461000,1296000,2499000,3166000,6106000,3747000,415500,1311000,813300,1804000,1754000,1355000,4010000,5783000,723200,746200,857800,5276000,2105000,169600,746300,5413000,3163000,,,3308000,3272000,3165000,3141000,3009000,2893000,2710000,2573000,2496000,2391000
Nudifloramide_[M+H]+_153.06572_2.243_ID,6242,260800,2.243,153.06572,Nudifloramide,0.471,8,0.9497,[M+H]+,C7H8N2O2,,,,44750,72130,79580,63940,63760,72360,69290,99760,102400,112100,99150,113900,143000,122100,228000,220600,260800,250900,160500,176100,176300,179400,83710,73470,83830,97480,124200,122200,125000,138500,52460,66440,74640,72550,,,158900,157800,151700,151000,142600,139100,128100,118300,121000,113500
Nudifloramide_[M+H]+_153.06571_2.1142_ID,6161,63700,2.1142,153.06571,Nudifloramide,0.503,8,0.9497,[M+H]+,C7H8N2O2,,,,9732,14550,16230,15010,14180,18150,15340,21200,23150,23510,22120,23790,29360,25430,57550,57700,63700,58000,39340,46310,43420,44910,20390,16700,19520,21600,28060,26680,27970,30990,10680,14510,17120,14490,,,34400,34930,33380,33570,32150,32900,27900,27030,26590,25200
Oleamide_[M+H]+_282.27906_6.4895_ID,20230,1037000,6.4895,282.27906,Oleamide,0.838,37,0.9981,[M+H]+,C18H35NO,,,,27460,53770,174400,102800,38660,97030,54920,149000,41810,111200,103300,289000,95150,128100,28440,29520,113700,83060,457900,39710,148800,71240,137800,129400,193500,246100,39580,197600,168500,31080,80410,75630,14630,107500,709.9,882.1,148800,270800,256900,437800,64640,49020,128600,44890,108600,7766
Oleamide_[M+H]+_282.27907_6.5052_ID,20329,1081000,6.5052,282.27907,Oleamide,0.838,37,0.9981,[M+H]+,C18H35NO,,,,237500,62340,170900,314500,233400,632600,404300,273700,265800,265000,362700,665500,333700,174600,311900,205100,371400,442300,256300,210800,702300,485500,236900,364800,615200,218300,169800,128100,414100,128300,252100,463900,164800,419400,832.2,251.8,730600,896100,796600,415200,455700,173800,171400,275000,270400,78560
Oleamide_[M+H]+_282.2791_6.4074_ID,19939,615200,6.4074,282.2791,Oleamide,0.843,37,0.9981,[M+H]+,C18H35NO,,,,123900,86210,236500,247800,142300,346500,217400,177200,208600,82940,197400,479500,153200,185400,262400,156800,220200,305800,298500,119500,442900,418900,221900,383700,501200,177300,108800,278300,351000,107100,125200,326800,149600,183400,1909,2333,615200,491900,520600,148500,238600,91820,240000,147900,73870,55000
Oleoyl ethylamide_[M+H]+_310.31037_6.6805_ID,21174,142700,6.6805,310.31037,Oleoyl ethylamide,0.368,35,0.9919,[M+H]+,C20H39NO,,,,44010,35890,49110,43070,65620,78000,44640,64790,36920,17630,60070,30340,10730,58700,51430,23020,25940,33500,26970,98280,71490,14800,13400,26080,32020,55130,16670,128100,96790,142700,64950,33850,94740,33960,3444,570.5,118400,117400,107300,101000,27080,69540,32750,10550,27810,40860
Oleoyl-L-carnitine_[M+H]+_426.35795_5.682_ID,16236,3419000,5.682,426.35795,Oleoyl-L-carnitine,0.85,38,0.9851,[M+H]+,C25H47NO4,,,,,130100,221500,167700,158100,3419000,451600,394400,638300,131600,181100,462800,217500,,,1892000,186600,119000,155400,421900,51050,170700,189000,425100,292300,152400,256900,249800,1332000,462500,119400,532800,617200,961100,,,360100,327400,324700,302200,388700,405700,338500,339500,,
OMEGA-HYDROXYDODECANOATE_[M-2H2O+H]+_181.15854_5.0954_ID,14406,33660,5.0954,181.15854,OMEGA-HYDROXYDODECANOATE,0.464,46,0.9638,[M-2H2O+H]+,C12H24O3,OCCCCCCCCCCCC(O)=O,"InChI=1S/C12H24O3/c13-11-9-7-5-3-1-2-4-6-8-10-12(14)15/h13H,1-11H2,(H,14,15)",,13690,17970,17450,15760,20580,17070,18490,19940,17600,16950,17230,17230,19190,15070,17840,15290,19590,20690,17310,15290,19790,25510,16330,17540,17440,17750,19940,16080,22690,17570,24090,16720,16350,20170,21860,23950,33660,26440,23780,23890,21730,18860,18560,17650,16570,16300
OPHTHALMIC ACID_[M+H]+_290.13422_1.3507_ID,4874,2764000,1.3507,290.13422,OPHTHALMIC ACID,0.722,11,0.994,[M+H]+,C11H19N3O6,O=C(O)CN=C(O)C(N=C(O)CCC(N)C(=O)O)CC,"InChI=1S/C11H19N3O6/c1-2-7(10(18)13-5-9(16)17)14-8(15)4-3-6(12)11(19)20/h6-7H,2-5,12H2,1H3,(H,13,18)(H,14,15)(H,16,17)(H,19,20)/t6-,7-/m0/s1",,689500,739100,807600,771800,804100,863200,633100,860500,793900,863900,1155000,808000,1646000,1112000,682000,611000,1008000,1020000,1121000,1165000,1477000,1776000,763300,653000,731200,969300,1533000,1337000,1784000,2406000,694300,610300,998200,970800,,,1328000,1358000,1290000,1250000,1220000,1144000,1057000,956700,948700,869000
"Our team detected a feature with assigned 228.1956 m/z value. It's part of our data from a BCAEC metabolomic's analysis using a TripleTOF 5600+ mass spectrometer. If you find a peak with similar m/z value and the assigned MS2 matches our's, please contact us as it is important to understand BCAEC metabolome's changes under simulated T2DM culture condition. As additional information, SIRIUS 4.5.0 assigns C13H25NO2 as the most probable formula.  _M+H_228.19575_5.1707",14626,503700,5.1707,228.19575,"Our team detected a feature with assigned 228.1956 m/z value. It's part of our data from a BCAEC metabolomic's analysis using a TripleTOF 5600+ mass spectrometer. If you find a peak with similar m/z value and the assigned MS2 matches our's, please contact us as it is important to understand BCAEC metabolome's changes under simulated T2DM culture condition. As additional information, SIRIUS 4.5.0 assigns C13H25NO2 as the most probable formula.  ",0.483,26,0.6802,M+H,, , ,204,129500,300500,290900,503700,416600,383800,323000,444400,346300,318900,305100,322100,410300,287300,263300,269100,340900,453900,301400,281700,343300,354000,333400,300600,292700,348200,305400,253300,382500,394600,307700,337500,342500,378900,398400,421400,443300,419900,401900,397500,409700,341700,327000,311100,313000,295700
Oxandrolone_[M+H]+_307.22425_5.0815_ID,14383,62320,5.0815,307.22425,Oxandrolone,0.314,17,0.8959,[M+H]+,C19H30O3,,,,6277,8660,7114,7876,11730,,8258,14540,8269,8481,2449,8300,9552,5830,6305,7117,10930,14810,7864,6382,11490,15450,4669,6538,6381,7531,8572,6834,16930,8242,9737,6181,8244,9268,15540,13840,8424,12400,13920,11190,9575,8095,7856,6175,5209,4086
Oxandrolone_[M+H]+_307.22423_5.1865_ID,14692,90240,5.1865,307.22423,Oxandrolone,0.314,17,0.8959,[M+H]+,C19H30O3,,,,,11970,12640,16810,66070,11440,25950,16990,4035,24350,11330,22150,11380,10380,2666,22020,26290,41130,15220,8999,39070,23430,12730,18770,20100,25530,19780,7644,79280,19360,8283,10310,23500,4150,90240,71310,45100,71560,69700,63270,15940,15200,20270,9334,13290,12710
p-Acetaminobenzaldehyde_[M+H]+_164.07052_4.7999_ID,13749,43290,4.7999,164.07052,p-Acetaminobenzaldehyde,0.442,6,1,[M+H]+,C9H9NO2,,,13,10520,21380,29000,15250,12630,43290,26480,20270,24520,20320,18260,31200,24500,19880,24080,11550,29400,22940,19100,37680,19030,23240,22110,13860,22610,14780,19620,12970,23370,29040,11740,17450,25740,27630,,,25460,24180,21850,22250,23180,22020,19560,18860,19420,17370
Palmitamide_[M+H]+_256.26337_6.2014_ID,18869,689500,6.2014,256.26337,Palmitamide,0.716,26,0.9717,[M+H]+,C16H33NO,,,,116800,84860,174100,165200,173700,383400,204000,215100,156300,137400,206200,467000,208600,138900,125400,143600,224700,260000,372200,162100,447900,215400,221200,281700,265600,274800,101500,151200,404900,110700,137400,274100,111300,228200,20810,24460,503100,482800,506900,446500,242900,90550,155500,124300,177300,42290
Palmitic acid alkyne_[M+H]+_253.21609_5.5836_ID,15863,13050,5.5836,253.21609,Palmitic acid alkyne,0.385,34,0.9334,[M+H]+,C16H28O2,,,,3035,4957,5482,5334,7690,7659,2517,9216,3618,8130,3861,2333,8865,4023,3790,4201,4861,11730,7540,1778,12270,8723,4179,2414,3475,7525,6948,4937,11330,4981,5831,3240,6419,5423,13050,13030,12340,8833,11220,9242,9864,2030,4315,3912,3621,2437
Palmitic acid alkyne_[M+H]+_253.2161_5.6568_ID,16109,14700,5.6568,253.2161,Palmitic acid alkyne,0.385,34,0.9334,[M+H]+,C16H28O2,,,,933.6,5006,7367,6478,10940,9534,5457,8957,7221,6945,4708,2346,8045,3957,3611,4450,2734,9506,8542,5961,7565,10200,2063,5998,6496,6217,7042,3599,10090,4141,9268,2673,5410,5845,14380,12970,12130,9629,12550,7541,6787,7202,6983,1519,2764,3700
PANTOTHENATE_[M+Na]+_242.09946_3.0568_ID,7302,1687000,3.0568,242.09946,PANTOTHENATE,0.592,7,0.8545,[M+Na]+,C9H17NO5,CC(C)(CO)C(O)C(=O)NCCC(O)=O,"InChI=1S/C9H17NO5/c1-9(2,5-11)7(14)8(15)10-4-3-6(12)13/h7,11,14H,3-5H2,1-2H3,(H,10,15)(H,12,13)",11,837000,942400,1029000,754900,868500,1330000,1470000,888600,763000,921900,627800,656300,986900,849900,1183000,1152000,1590000,1569000,1049000,1308000,1264000,1295000,1145000,1013000,1075000,1197000,641000,646700,713800,657400,805500,850000,1050000,842600,,,1270000,1194000,1190000,1202000,1114000,1071000,957700,919200,861000,873100
PANTOTHENIC ACID_[M+H]+_220.1176_3.0543_ID,7250,12470000,3.0543,220.1176,PANTOTHENIC ACID,0.897,25,0.9975,[M+H]+,C9H17NO5,O=C(O)CCN=C(O)C(O)C(C)(C)CO,"InChI=1S/C9H17NO5/c1-9(2,5-11)7(14)8(15)10-4-3-6(12)13/h7,11,14H,3-5H2,1-2H3,(H,10,15)(H,12,13)",11,5751000,6665000,7175000,5567000,5615000,12470000,10840000,5481000,5729000,5961000,3861000,4088000,5733000,5145000,8989000,9673000,10610000,10930000,7454000,9450000,8248000,8596000,7979000,7536000,7676000,8195000,4010000,4166000,3681000,4187000,4865000,6015000,7102000,5688000,161.9,152,8800000,8398000,8240000,8080000,7754000,7348000,6775000,6645000,6361000,6286000
